,product_name,price,varietal,rating,rating_count,appellation,region,year
1440,Verite La Muse,399,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2001
1441,Chateau Haut-Brion ,669,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,1998
1442,Schrader Beckstoffer Georges III Vyd. Cabernet Sauvignon,374,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2015
1443,Harlan Estate ,779,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2003
1444,Domaine de Chevalier,158,Bordeaux Red Blends,4.1,11.0,[' Central Coast'], California,2016
1445,Sine Qua Non The Naked Truth,779,Grenache,0.0,0.0,[' Bordeaux'], France,2005
1446,Chateau Ducru-Beaucaillou,179,Bordeaux Red Blends,4.5,12.0,[' South Australia'], Australia,2014
1447,Clarendon Hills Astralis Syrah,309,Syrah/Shiraz,0.0,0.0,[' Bordeaux'], France,2004
1448,Clos Fourtet,144,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2016
1449,Hundred Acre Kayli Morgan Cabernet Sauvignon ,439,Cabernet Sauvignon,0.0,0.0,['Sonoma County'], California,2001
1450,Marcassin Three Sisters Vineyard Chardonnay,329,Chardonnay,0.0,0.0,[' Bordeaux'], France,2007
1451,Chateau Montrose,169,Bordeaux Red Blends,4.5,27.0,[' Sonoma County'], California,2014
1452,Marcassin Three Sisters Vineyard Chardonnay,219,Chardonnay,0.0,0.0,[' Bordeaux'], France,2010
1453,Chateau Latour,899,Bordeaux Red Blends,4.6,6.0,[' Sonoma County'], California,2004
1454,Williams Selyem Westside Road Neighbors Pinot Noir,139,Pinot Noir,0.0,0.0,['Napa Valley'], California,2012
1455,Shafer Hillside Select Cabernet Sauvignon,419,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2004
1456,Pride Mountain Vineyards Reserve Claret,199,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2009
1457,Chateau Grand-Puy-Lacoste,84,Bordeaux Red Blends,4.3,22.0,[' Bordeaux'], France,2014
1458,Chateau Branaire-Ducru,89,Bordeaux Red Blends,4.8,6.0,[' Napa Valley'], California,2015
1459,Colgin Tychson Hill Vineyard Cabernet Sauvignon,419,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2007
1460,Chateau Les Ormes de Pez,44,Bordeaux Red Blends,3.8,10.0,[' Bordeaux'], France,2015
1461,Chateau La Mission Haut-Brion,459,Bordeaux Red Blends,3.4,5.0,[' Bordeaux'], France,2015
1462,Chateau Canon ,629,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2015
1463,Bond Vecina,439,Bordeaux Red Blends,0.0,0.0,['Sonoma County'], California,2003
1464,Verite La Joie,249,Bordeaux Red Blends,0.0,0.0,[' Sonoma County'], California,1998
1465,Marcassin Three Sisters Vineyard Chardonnay,239,Chardonnay,0.0,0.0,['Napa Valley'], California,2004
1466,Colgin Cariad,500,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2011
1467,Schrader CCS Beckstoffer To Kalon Cabernet Sauvignon,399,Cabernet Sauvignon,0.0,0.0,['North Coast'], California,2017
1468,Pride Mountain Vineyards Reserve Claret ,357,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,2013
1469,Clos des Papes Chateauneuf-du-Pape,139,Rhone Red Blends,0.0,0.0,[' Mendocino'], California,2009
1470,Williams Selyem Ferrington Vineyard Pinot Noir,139,Pinot Noir,0.0,0.0,['Tuscany'], Italy,2012
1472,Sine Qua Non The Hated Hunter Syrah ,999,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2017
1473,Scarecrow M. Etain Cabernet Sauvignon,249,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2014
1474,Chateau Haut-Brion ,639,Bordeaux Red Blends,0.0,0.0,['Sonoma County'], California,1995
1475,Verite Le Desir ,219,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2001
1476,Schrader Beckstoffer To Kalon Cabernet Sauvignon,579,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2005
1478,Chateau Capbern,29,Bordeaux Red Blends,4.2,13.0,[' Bordeaux'], France,2016
1479,Chateau Leoville Poyferre,119,Bordeaux Red Blends,4.6,5.0,[' Napa Valley'], California,2015
1480,Harlan Estate,1059,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2012
1481,Pahlmeyer Napa Valley Proprietary Red,159,Bordeaux Red Blends,4.1,6.0,[' Bordeaux'], France,2005
1482,Chateau Haut-Brion ,479,Bordeaux Red Blends,0.0,0.0,[' Columbia Valley'], Washington,1994
1484,Colgin IX Estate Red,699,Bordeaux Red Blends,4.7,8.0,[' Bordeaux'], France,2013
1485,Chateau La Conseillante,259,Bordeaux Red Blends,0.0,0.0,['Tuscany'], Italy,2016
1486,Tenuta Sette Ponti Oreno,104,Bordeaux Red Blends,4.9,15.0,['Napa Valley'], California,2005
1487,Hundred Acre Precious Cabernet Sauvignon,519,Cabernet Sauvignon,0.0,0.0,[' Rhone'], France,2009
1488,Clos des Papes Chateauneuf-du-Pape,169,Rhone Red Blends,0.0,0.0,['Napa Valley'], California,2010
1489,Bond Melbury,349,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2008
1491,Sine Qua Non Female Grenache,319,Grenache,0.0,0.0,[' South Australia'], Australia,2013
1492,Clarendon Hills Astralis Syrah,319,Syrah/Shiraz,0.0,0.0,['Ribera del Duero'], Spain,1998
1494,Sine Qua Non Dangerous Birds Grenache,799,Grenache,0.0,0.0,[' Bordeaux'], France,2007
1495,Chateau Canon ,369,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2016
1496,Schrader LPV Beckstoffer Las Piedras Vineyard Cabernet Sauvignon,499,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2018
1497,Hundred Acre Few and Far Between Cabernet Sauvignon,429,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2009
1498,Scarecrow Cabernet Sauvignon,699,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2017
1499,Schrader CCS Beckstoffer To Kalon Cabernet Sauvignon,499,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2018
1500,Hundred Acre Few and Far Between Cabernet Sauvignon,419,Cabernet Sauvignon,0.0,0.0,['Central Coast'], California,2008
1502,Colgin Cariad,459,Bordeaux Red Blends,0.0,0.0,[' South Australia'], Australia,2005
1503,Clarendon Hills Astralis Syrah,350,Syrah/Shiraz,0.0,0.0,[' Bordeaux'], France,2005
1504,Chateau L'Eglise Clinet,299,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2015
1505,Chateau Leoville Barton ,399,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2016
1507,Sine Qua Non In Flagrante Syrah,529,Syrah/Shiraz,0.0,0.0,['Napa Valley'], California,2000
1508,Colgin IX Estate Red,399,Bordeaux Red Blends,0.0,0.0,[' Sonoma County'], California,2011
1510,Sine Qua Non Dark Blossom Syrah,469,Syrah/Shiraz,0.0,0.0,['Napa Valley'], California,2011
1511,Anderson's Conn Valley Vineyards Cabernet Sauvignon Estate Reserve,269,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2005
1512,Colgin IX Estate Syrah,249,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2007
1513,Harlan The Maiden,419,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2013
1514,Colgin Tychson Hill Vineyard Cabernet Sauvignon,389,Cabernet Sauvignon,0.0,0.0,['Burgundy'], France,2009
1515,Domaine de la Romanee-Conti La Tache Grand Cru,5899,Pinot Noir,4.1,5.0,['Napa Valley'], California,2005
1516,Continuum,259,Bordeaux Red Blends,4.8,18.0,['Tuscany'], Italy,2016
1517,Fontodi Flaccianello della Pieve,179,Sangiovese,0.0,0.0,[' Napa Valley'], California,2004
1518,Schrader Beckstoffer To Kalon Cabernet Sauvignon,419,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2014
1519,Colgin IX Estate Red,599,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2002
1520,Chateau Troplong Mondot,159,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2016
1521,Merryvale Profile,135,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2006
1522,Bryant Family Cabernet Sauvignon,689,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,1996
1523,Harlan The Maiden,229,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2004
1524,Chateau Pavie,449,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2009
1525,Chateau Pavie,379,Bordeaux Red Blends,0.0,0.0,['Columbia Valley'], Washington,2012
1526,Quilceda Creek Cabernet Sauvignon,189,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,1998
1527,Chateau Leoville Las Cases ,379,Bordeaux Red Blends,0.0,0.0,['Sonoma County'], California,1989
1528,Turley Fredericks Vineyard Zinfandel,79,Zinfandel,0.0,0.0,['Napa Valley'], California,2013
1529,Cliff Lede Poetry Cabernet Sauvignon,359,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2001
1530,Maybach Family Vineyards Materium ,579,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2009
1531,Corra Winery Cabernet Sauvignon ,149,Cabernet Sauvignon,0.0,0.0,['Sonoma County'], California,2005
1532,Verite La Muse,419,Bordeaux Red Blends,0.0,0.0,[' Tuscany'], Italy,2014
1533,Tenuta San Guido Sassicaia,9999,Bordeaux Red Blends,4.7,31.0,[' Central Coast'], California,2012
1534,Alban Pandora,299,Rhone Red Blends,0.0,0.0,['Napa Valley'], California,2011
1535,Harlan The Maiden ,279,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2002
1536,Colgin Tychson Hill Vineyard Cabernet Sauvignon ,499,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2004
1537,Dominus Estate ,499,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2006
1538,Colgin IX Estate Red,609,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,2007
1539,Clos Saint-Jean Sanctus Sanctorum ,699,Rhone Red Blends,0.0,0.0,[' Napa Valley'], California,2016
1540,Bond Vecina,449,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2010
1541,Schrader RBS To Kalon Vineyard Cabernet Sauvignon,399,Cabernet Sauvignon,0.0,0.0,[' Rhone'], France,2017
1542,Clos du Caillou Chateauneuf-du-Pape Les Quartz,159,Rhone Red Blends,0.0,0.0,[' Rhone'], France,2005
1543,Clos Saint-Jean Sanctus Sanctorum ,1199,Rhone Red Blends,0.0,0.0,[' Burgundy'], France,2012
1544,Domaine Armand Rousseau Clos de la Roche Grand Cru,469,Pinot Noir,0.0,0.0,['Sonoma County'], California,2011
1545,Verite La Joie,249,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2002
1546,Colgin IX Estate Syrah,269,Syrah/Shiraz,0.0,0.0,[' Bordeaux'], France,2009
1547,Chateau Cheval Blanc,569,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2014
1548,Chateau Cos d'Estournel ,499,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2016
1549,Chateau Haut-Brion ,1449,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2015
1550,Colgin IX Estate Syrah,349,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2011
1551,Schrader RBS To Kalon Vineyard Cabernet Sauvignon,469,Cabernet Sauvignon,0.0,0.0,[' Columbia Valley'], Washington,2003
1552,Cayuse Cailloux Syrah,147,Syrah/Shiraz,0.0,0.0,[' Bordeaux'], France,2017
1553,Chateau Margaux,599,Bordeaux Red Blends,0.0,0.0,['North Coast'], California,2012
1555,Sine Qua Non Le Chemin Vers l'Heresie Grenache,329,Grenache,0.0,0.0,[' Napa Valley'], California,2015
1556,Silverado GEO Cabernet Sauvignon,79,Cabernet Sauvignon,4.8,7.0,[' South Australia'], Australia,2016
1557,Marquis Philips Integrity,239,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2001
1558,Schrader RBS To Kalon Vineyard Cabernet Sauvignon,829,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2006
1559,Colgin Tychson Hill Vineyard Cabernet Sauvignon,329,Cabernet Sauvignon,0.0,0.0,['Santa Cruz Mountains'], California,2008
1560,Ridge Estate Chardonnay,58,Chardonnay,0.0,0.0,[' Bordeaux'], France,2017
1561,Chateau Clinet,349,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2009
1562,Chateau La Mission Haut-Brion,499,Bordeaux Red Blends,3.9,5.0,['Sonoma County'], California,2016
1563,Verite La Joie,389,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2014
1564,Harlan The Maiden,279,Bordeaux Red Blends,0.0,0.0,[' Sonoma County'], California,2010
1565,Jeff Cohn Cellars Rockpile Vineyard Syrah Haley,94,Syrah/Shiraz,0.0,0.0,[' South Australia'], Australia,2015
1566,Clarendon Hills Piggott Range Syrah,159,Syrah/Shiraz,0.0,0.0,[' Columbia Valley'], Washington,2005
1568,Bryant Family Bettina Proprietary Red,499,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2013
1569,Chanson Pere & Fils Chassagne-Montrachet Les Chenevottes Premier Cru,119,Chardonnay,0.0,0.0,[' Burgundy'], France,2017
1570,Mommessin Clos de Tart Grand Cru,689,Pinot Noir,0.0,0.0,['Piedmont'], Italy,2002
1571,Gaja Sperss,379,Nebbiolo,0.0,0.0,['Napa Valley'], California,2001
1572,Bond Melbury,449,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2010
1574,Marquis Philips Integrity,219,Syrah/Shiraz,0.0,0.0,['Central Coast'], California,2002
1575,Sine Qua Non The Gorgeous Victim Grenache ,999,Grenache,0.0,0.0,[' Bordeaux'], France,2017
1576,Chateau Margaux,579,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2008
1577,Clos Fourtet,139,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2017
1578,Hundred Acre Deep Time Cabernet Sauvignon,689,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2005
1579,Spottswoode Cabernet Sauvignon,189,Cabernet Sauvignon,4.5,39.0,[' Bordeaux'], France,2014
1580,Chateau Pontet-Canet ,339,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2015
1581,Les Forts de Latour,359,Bordeaux Red Blends,0.0,0.0,['Tuscany'], Italy,2005
1582,Ornellaia ,489,Bordeaux Red Blends,0.0,0.0,['Tuscany'], Italy,2014
1583,Ornellaia Masseto,719,Merlot,0.0,0.0,[' Bordeaux'], France,2009
1586,Chateau Trotanoy,359,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2010
1587,Colgin Tychson Hill Vineyard Cabernet Sauvignon,599,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2014
1588,Bevan Cellars Curmudgeon,299,Bordeaux Red Blends,0.0,0.0,['Central Coast'], California,2014
1590,Niepoort Vintage Port,99,Port,0.0,0.0,[' Bordeaux'], France,2015
1591,Chateau Pichon Longueville Comtesse de Lalande ,369,Bordeaux Red Blends,0.0,0.0,['North Coast'], California,1985
1592,Pride Mountain Vineyards Reserve Claret,249,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2012
1593,Chateau Lafite Rothschild ,2599,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2009
1595,Mollydooker Blue Eyed Boy Shiraz,65,Syrah/Shiraz,0.0,0.0,[' Central Coast'], California,2006
1596,Sine Qua Non Stockholm Syndrome Eleven Confession Vineyard Grenache,769,Grenache,0.0,0.0,[' Napa Valley'], California,2010
1598,Sine Qua Non Pearl Clutcher Chardonnay,1597,Chardonnay,0.0,0.0,[' Napa Valley'], California,2012
1600,Sine Qua Non Pearl Clutcher Chardonnay,1597,Chardonnay,0.0,0.0,[' Napa Valley'], California,2012
1601,Araujo Eisele Vineyard Cabernet Sauvignon,289,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2006
1602,Harlan The Maiden,239,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2001
1603,Chateau Lynch-Bages ,369,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2016
1604,Schrader Beckstoffer To Kalon Cabernet Sauvignon,609,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2013
1606,Bond Vecina,425,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2011
1608,Sine Qua Non Syrah Capo dei Putti,399,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2014
1609,Schrader Old Sparky Cabernet Sauvignon ,999,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2017
1610,Bond Melbury,359,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2006
1611,Larkmead LMV Salon,229,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2014
1612,Colgin Tychson Hill Vineyard Cabernet Sauvignon,339,Cabernet Sauvignon,0.0,0.0,[' Sonoma County'], California,2003
1613,Ladera Pillow Road Vineyard Chardonnay,51,Chardonnay,0.0,0.0,[' Rhone'], France,2015
1614,Clos des Papes Chateauneuf-du-Pape,119,Rhone Red Blends,0.0,0.0,['Napa Valley'], California,2008
1615,Bond Pluribus,499,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2003
1616,Scarecrow Cabernet Sauvignon ,2299,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2013
1617,Bond Melbury,469,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2003
1618,Silver Oak Napa Valley Cabernet Sauvignon ,1349,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2014
1619,Colgin Herb Lamb Vineyard Cabernet Sauvignon,359,Cabernet Sauvignon,0.0,0.0,[' Columbia Valley'], Washington,2006
1621,Colgin Cariad,537,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2010
1622,Chateau Olivier,39,Bordeaux Red Blends,3.8,10.0,['Sonoma County'], California,2016
1623,Verite Le Desir,409,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2014
1624,Bond Matriarch,250,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2004
1625,J. Davies Estate Cabernet Sauvignon,119,Cabernet Sauvignon,0.0,0.0,[' Burgundy'], France,2016
1626,Domaine Ponsot Clos de la Roche Vieilles Vignes,499,Pinot Noir,0.0,0.0,[' Central Coast'], California,2007
1627,Crown Point Cabernet Sauvignon,149,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2016
1628,Scarecrow Cabernet Sauvignon,849,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2014
1629,Chateau Haut-Brion ,2459,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,2009
1630,Clos Saint-Jean Sanctus Sanctorum ,599,Rhone Red Blends,0.0,0.0,[' Napa Valley'], California,2017
1631,Schrader Beckstoffer To Kalon Cabernet Sauvignon,399,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2016
1632,Levy & McClellan Proprietary Red,519,Other Red Blends,0.0,0.0,['Sonoma County'], California,2004
1633,Verite La Joie,249,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2003
1634,Schrader Beckstoffer Las Piedras Colesworthy Cabernet Sauvignon ,599,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2014
1635,Chateau Monbousquet ,129,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2016
1636,Rudd Oakville Estate Proprietary Red,209,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2007
1637,Schrader Beckstoffer Georges III Vyd. Cabernet Sauvignon,379,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2017
1638,Bond Melbury,499,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2007
1639,Chateau Angelus,439,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2003
1642,Sine Qua Non This Is Not An Exit Grenache ,399,Grenache,0.0,0.0,[' Bordeaux'], France,2009
1643,Chateau Pape Clement Blanc,149,Bordeaux White Blends,0.0,0.0,[' Napa Valley'], California,2015
1644,Sloan Proprietary Red,529,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2012
1645,Chateau Bellefont Belcier ,46,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2018
1646,Colgin IX Estate Syrah,309,Syrah/Shiraz,0.0,0.0,['Napa Valley'], California,2012
1647,Larkmead Firebelle,179,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2014
1648,Bond St. Eden,389,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2009
1649,Futo,299,Bordeaux Red Blends,0.0,0.0,['Tuscany'], Italy,2006
1650,Ornellaia Masseto,689,Merlot,0.0,0.0,['Napa Valley'], California,2012
1651,Hourglass Cabernet Sauvignon,195,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2017
1652,Kapcsandy Family Winery State Lane Vineyard Estate Cuvee,134,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2017
1654,Klein Constantia Vin de Constance ,99,Other Dessert,0.0,0.0,[' Columbia Valley'], Washington,2016
1655,Cayuse God Only Knows Grenache,149,Grenache,0.0,0.0,[' Bordeaux'], France,2012
1656,Chateau Pavie,299,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2014
1657,Screaming Eagle Cabernet Sauvignon,3199,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2004
1658,Chateau Leoville Barton ,399,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2000
1659,William Fevre Chablis Bougros Cote Bouguerots Grand Cru ,209,Chardonnay,0.0,0.0,[' Burgundy'], France,2013
1660,Domaine de la Vougeraie Clos de Vougeot Grand Cru,284,Pinot Noir,4.0,6.0,[' Bordeaux'], France,2014
1661,Chateau Pontet-Canet ,339,Bordeaux Red Blends,0.0,0.0,['South Australia'], Australia,2016
1662,Penfolds Grange,459,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,1999
1663,Colgin Herb Lamb Vineyard Cabernet Sauvignon,329,Cabernet Sauvignon,0.0,0.0,[' Tuscany'], Italy,2002
1664,Ornellaia ,489,Bordeaux Red Blends,0.0,0.0,['Santa Cruz Mountains'], California,2012
1665,Ridge Estate Chardonnay,50,Chardonnay,4.2,5.0,['Rioja'], Spain,2014
1666,Marques de Murrieta Castillo Ygay Blanco Gran Reserva Especial,629,Viura,4.3,11.0,[' Burgundy'], France,1986
1667,Domaine Perrot-Minot Griotte-Chambertin Grand Cru,329,Pinot Noir,0.0,0.0,[' Columbia Valley'], Washington,2013
1669,Bevan Cellars De Crescenzo/Tench The Impetus,289,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2014
1670,Chateau Smith Haut Lafitte ,699,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2009
1671,Bond Vecina,339,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2008
1672,Enclos Tourmaline ,134,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2018
1673,OVID,309,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2010
1674,Carter Cellars The Grand Daddy Cabernet Sauvignon,359,Cabernet Sauvignon,0.0,0.0,['Tuscany'], Italy,2016
1675,Ornellaia ,1159,Bordeaux Red Blends,0.0,0.0,['Tuscany'], Italy,2016
1676,Fattoria Le Pupille Elisabetta Geppetti Saffredi,119,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2004
1677,Chanson Pere & Fils Beaune Clos des Feves Premier Cru Monopole,119,Pinot Noir,0.0,0.0,[' Sonoma County'], California,2013
1678,Williams Selyem Hirsch Pinot Noir,139,Pinot Noir,0.0,0.0,['Napa Valley'], California,2012
1679,Lail J. Daniel Cuvee Cabernet Sauvignon,299,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2015
1680,Maybach Family Vineyards Materium,259,Cabernet Sauvignon,0.0,0.0,[' Central Coast'], California,2009
1681,Fess Parker Ashley's Vineyard Pinot Noir,58,Pinot Noir,4.5,9.0,['Sonoma County'], California,2016
1682,Verite La Muse ,419,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2008
1683,Chateau Hosanna,174,Bordeaux Red Blends,0.0,0.0,['Tuscany'], Italy,2016
