,product_name,price,varietal,rating,rating_count,appellation,region,year
11254,Wilson Foreigner Rancho Chimiles Napa Valley Valdiguie,38,Valdiguie,0.0,0.0,['Napa Valley'], California,2017
11255,Querciabella Chianti Classico ,19,Sangiovese,3.6,8.0,[' Sonoma County'], California,2015
11256,Joseph Phelps Insignia ,999,Bordeaux Red Blends,0.0,0.0,['Marlborough'], New Zealand,2008
11257,The Calling Dutton Ranch Chardonnay,33,Chardonnay,3.9,26.0,[' Piedmont'], Italy,2016
11258,Giesen Clayvin Single Vineyard Pinot Noir,70,Pinot Noir,0.0,0.0,[' Napa Valley'], California,2013
11259,Renato Ratti Rocche dell'Annunziata Barolo,107,Nebbiolo,0.0,0.0,['Sicily'], Italy,2010
11260,Diamond Creek Volcanic Hill Cabernet Sauvignon,249,Cabernet Sauvignon,0.0,0.0,[' Burgundy'], France,2016
11261,Donnafugata Mille e una Notte,85,Nero d'Avola,4.5,8.0,['Napa Valley'], California,2014
11262,Pierre-Yves Colin-Morey Chassagne-Montrachet Les Ancegnieres,119,Chardonnay,0.0,0.0,['Burgundy'], France,2017
11263,Episode,175,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2009
11264,Domaine de la Romanee-Conti Richebourg Grand Cru,1099,Pinot Noir,0.0,0.0,[' Willamette Valley'], Oregon,2008
11265,La Jota Howell Mountain Cabernet Sauvignon,99,Cabernet Sauvignon,4.8,15.0,['Champagne'], France,2014
11266,St. Innocent Shea Vineyard Pinot Noir,55,Pinot Noir,4.3,8.0,[' South Australia'], Australia,2013
11267,Dom Perignon Vintage with Gift Box,221,Vintage Sparkling Wine,0.0,0.0,[' Central Coast'], California,2005
11268,Glaetzer Anaperenna Shiraz/Cabernet Sauvignon,80,Other Red Blends,0.0,0.0,['Willamette Valley'], Oregon,2017
11269,Andrew Murray Roasted Slope Syrah,46,Syrah/Shiraz,0.0,0.0,['Champagne'], France,2016
11270,Adelsheim Elizabeth's Reserve Pinot Noir,60,Pinot Noir,4.3,13.0,[' Rhone'], France,2012
11271,Perrier-Jouet Belle Epoque with Gift Box,149,Vintage Sparkling Wine,0.0,0.0,[' Central Coast'], California,2006
11272,Domaine de la Mordoree Chateauneuf-du-Pape La Reine des Bois,164,Rhone Red Blends,0.0,0.0,[' Tuscany'], Italy,2000
11273,A.P. Vin Rosella's Vineyard Pinot Noir,56,Pinot Noir,0.0,0.0,[' Piedmont'], Italy,2016
11274,Ornellaia,229,Bordeaux Red Blends,0.0,0.0,['Rioja'], Spain,2007
11275,Gaja Sori Tildin,509,Nebbiolo,0.0,0.0,[' Central Coast'], California,2014
11276,R. Lopez de Heredia Rioja White Vina Gravonia Crianza,36,Other White Blends,3.6,5.0,['Rioja'], Spain,2008
11277,Herman Story On The Road Grenache,52,Grenache,0.0,0.0,[' Rhone'], France,2017
11278,La Rioja Alta Vina Ardanza Reserva ,19,Tempranillo,3.9,29.0,[' Tuscany'], Italy,2008
11279,Tardieu-Laurent Rasteau Vieilles Vignes,38,Rhone Red Blends,4.7,5.0,['Champagne'], France,2016
11280,La Rasina Brunello di Montalcino,55,Sangiovese,4.1,31.0,['Carneros'], California,2012
11281,Taittinger Comtes de Champagne Blanc de Blancs with Gift Box,199,Vintage Sparkling Wine,5.0,9.0,['Trentino-Alto Adige'], Italy,2006
11282,Davis Estates Hungry Blonde Chardonnay,32,Chardonnay,0.0,0.0,['Burgenland'], Austria,2015
11283,Terlan Porphyr Riserva Lagrein,74,Lagrein,0.0,0.0,['Columbia Valley'], Washington,2016
11285,Saggi,56,Other Red Blends,0.0,0.0,[' Burgundy'], France,2014
11286,Toro Albala Gran Reserva Don PX ,41,Other Dessert,3.8,10.0,[' Sonoma County'], California,1987
11287,William Fevre Chablis Vaulorent Premier Cru,65,Chardonnay,0.0,0.0,['Mosel'], Germany,2012
11288,Benovia Russian River Chardonnay,39,Chardonnay,0.0,0.0,['Mosel'], Germany,2015
11289,Loewen Longuicher Herrenberg Riesling Kabinett,22,Riesling,0.0,0.0,[' Piedmont'], Italy,2019
11290,Dr. Loosen Urziger Wurzgarten Auslese,64,Riesling,0.0,0.0,[' Bordeaux'], France,2015
11291,Azelia Margheria Barolo,84,Nebbiolo,0.0,0.0,[' Tuscany'], Italy,2013
11292,Chateau d'Yquem Sauternes ,229,Other Dessert,0.0,0.0,[' Burgundy'], France,2007
11293,Il Poggione Brunello di Montalcino,79,Sangiovese,4.3,44.0,[' Bordeaux'], France,2012
11294,Domaine Robert Groffier Chambolle-Musigny Les Sentiers Premier Cru,319,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2016
11298,Quinta do Crasto Douro Red Reserva Old Vines,47,Other Red Blends,3.6,15.0,[' Napa Valley'], California,2013
11299,Domaine Anne Gros Echezeaux Grand Cru Les Loachausses,299,Pinot Noir,0.0,0.0,[' Mendocino'], California,2016
11300,Paul Hobbs Beckstoffer Las Piedras Cabernet Sauvignon,259,Cabernet Sauvignon,4.5,8.0,[' Burgundy'], France,2013
11301,Kendall-Jackson Jackson Estate Outland Ridge Pinot Noir,55,Pinot Noir,0.0,0.0,[' Central Coast'], California,2016
11302,Daniel & Julien Barraud Pouilly-Fuisse En Buland,52,Chardonnay,0.0,0.0,['Rioja'], Spain,2017
11303,Siduri Garys' Vineyard Pinot Noir,64,Pinot Noir,0.0,0.0,[' Sonoma County'], California,2013
11304,R. Lopez de Heredia Rioja Vina Tondonia Reserva ,27,Tempranillo,4.5,5.0,[' South Australia'], Australia,2006
11305,Hartford Dina's Vineyard Zinfandel,64,Zinfandel,0.0,0.0,[' Tuscany'], Italy,2016
11306,Elderton Command Shiraz,99,Syrah/Shiraz,4.9,9.0,['Maipo Valley'], Chile,2014
11307,Caparzo Brunello di Montalcino ,25,Sangiovese,4.5,13.0,[' Columbia Valley'], Washington,2015
11308,Don Melchor Cabernet Sauvignon,125,Cabernet Sauvignon,4.3,11.0,[' Tuscany'], Italy,2010
11310,Banfi Brunello di Montalcino ,299,Sangiovese,0.0,0.0,[' Napa Valley'], California,2010
11311,Chappellet Signature Cabernet Sauvignon,64,Cabernet Sauvignon,4.3,109.0,[' Western Australia'], Australia,2015
11313,Vasse Felix Heytesbury Chardonnay,61,Chardonnay,0.0,0.0,[' Napa Valley'], California,2014
11314,Enrique Mendoza Estrecho Monastrell,40,Mourvedre,0.0,0.0,[' Burgundy'], France,2016
11315,Paul Hobbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon,549,Cabernet Sauvignon,4.6,6.0,['Tuscany'], Italy,2014
11316,Domaine Jacques-Frederic Mugnier Chambolle-Musigny Les Amoureuses Premier Cru,999,Pinot Noir,0.0,0.0,[' Rhone'], France,2016
11317,Felsina Fontalloro,70,Sangiovese,4.7,5.0,['Willamette Valley'], Oregon,2017
11318,Domaine St. Damien Gigondas La Louisiane,35,Rhone Red Blends,4.4,14.0,[' Tuscany'], Italy,2017
11319,Brittan Gestalt Block Pinot Noir,64,Pinot Noir,0.0,0.0,[' Central Coast'], California,2015
11320,Tenuta Guado al Tasso Cont Ugo,55,Merlot,0.0,0.0,[' Sonoma County'], California,2017
11321,Patz & Hall Pisoni Vineyard Pinot Noir,97,Pinot Noir,0.0,0.0,['Mosel'], Germany,2012
11322,Gary Farrell Hallberg Vineyard Pinot Noir,53,Pinot Noir,4.3,14.0,[' Burgundy'], France,2014
11323,Dr. Loosen Wehlener Sonnenuhr Alte Reben Grosses Gewachs,55,Riesling,0.0,0.0,[' South Australia'], Australia,2017
11324,Domaine Jacques-Frederic Mugnier Chambolle-Musigny Les Fuees Premier Cru,399,Pinot Noir,0.0,0.0,[' Burgundy'], France,2016
11325,Grosset Springvale Riesling,41,Riesling,0.0,0.0,[' Napa Valley'], California,2020
11326,Remoissenet Le Montrachet Grand Cru,700,Chardonnay,0.0,0.0,['Napa Valley'], California,2012
11327,Nickel & Nickel State Ranch Cabernet Sauvignon,119,Cabernet Sauvignon,4.4,6.0,[' Central Coast'], California,2012
11328,World's End Crossfire Beckstoffer Missouri Hopper Cabernet,103,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2010
11329,Tensley Colson Canyon Vineyard Syrah,42,Syrah/Shiraz,4.2,11.0,[' South Australia'], Australia,2016
11330,Schramsberg J. Davies Cabernet Sauvignon,75,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2006
11331,Mollydooker Carnival of Love,89,Syrah/Shiraz,4.5,17.0,[' Central Coast'], California,2012
11332,Chateau Brown ,34,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2018
11333,Chanin Bien Nacido Vineyard Chardonnay,42,Chardonnay,0.0,0.0,[' Piedmont'], Italy,2016
11334,Hall Coeur Cabernet Sauvignon,70,Cabernet Sauvignon,4.4,244.0,[' Central Coast'], California,2015
11335,Cavallotto Barolo Vignolo Riserva,101,Nebbiolo,0.0,0.0,['Mendocino'], California,2008
11337,Bonterra The Roost Biodynamic Single Vineyard Chardonnay,38,Chardonnay,3.1,5.0,['Ribera del Duero'], Spain,2016
11338,Domaine Zafeirakis Limniona,22,Other Red Wine,0.0,0.0,[' Rhone'], France,2015
11339,Hacienda Monasterio Ribera del Duero,46,Other Red Blends,0.0,0.0,[' Napa Valley'], California,2004
11340,Domaine Jean Royer Chateauneuf-du-Pape Cuvee Prestige,63,Rhone Red Blends,0.0,0.0,[' Napa Valley'], California,2015
11341,Duckhorn Three Palms Merlot ,199,Merlot,0.0,0.0,[' Piedmont'], Italy,2015
11342,Opus One ,169,Bordeaux Red Blends,0.0,0.0,[' Central Coast'], California,2014
11343,Moccagatta Barbaresco Cole,66,Nebbiolo,0.0,0.0,[' Rhone'], France,2013
11345,Clos Saint-Jean Vieilles Vignes Chateauneuf-du-Pape,58,Rhone Red Blends,4.6,15.0,[' Sonoma County'], California,2016
11346,Quinta da Romaneira Douro,45,Other Red Blends,0.0,0.0,[' Tuscany'], Italy,2009
11347,Limerick Lane Syrah / Grenache,35,Rhone Red Blends,0.0,0.0,['Alsace'], France,2013
11348,Azienda Agricola La Torre Brunello di Montalcino,64,Sangiovese,0.0,0.0,[' Piedmont'], Italy,2012
11350,Gaja Barbaresco,235,Nebbiolo,0.0,0.0,[' Burgundy'], France,2011
11352,Vincent Girardin Meursault Les Narvaux,89,Chardonnay,0.0,0.0,['Champagne'], France,2017
11353,Vina Zorzal Malayeto Garnacha,25,Grenache,3.6,70.0,[' Willamette Valley'], Oregon,2016
11355,Evening Land Seven Springs Vineyard La Source Pinot Noir,64,Pinot Noir,0.0,0.0,[' Napa Valley'], California,2008
11356,Bellacosa Cabernet Sauvignon,25,Cabernet Sauvignon,3.8,125.0,[' Napa Valley'], California,2014
11357,Odette Estate Cabernet Sauvignon,144,Cabernet Sauvignon,4.8,16.0,[' Burgundy'], France,2014
11359,Louis Jadot Corton-Charlemagne Grand Cru Domaine des Heritiers,239,Chardonnay,5.0,46.0,['Abruzzo'], Italy,2017
11360,Sandeman Vintage Port,118,Port,4.4,6.0,[' Rhone'], France,2011
11361,Villa Medoro Montepulciano d'Abruzzo Rosso del Duco,25,Montepulciano,0.0,0.0,['Rioja'], Spain,2012
11362,Domaine du Vieux Telegraphe Chateauneuf-du-Pape La Crau,79,Rhone Red Blends,0.0,0.0,['Alsace'], France,2011
11363,Faustino I Gran Reserva,185,Tempranillo,0.0,0.0,[' Bordeaux'], France,1964
11364,Domaine Weinbach Cuvee Theo Gewurztraminer,39,Gewurztraminer,0.0,0.0,[' Rhone'], France,2018
11365,Chateau d'Issan ,129,Bordeaux Red Blends,0.0,0.0,['Champagne'], France,2012
11366,Domaine de la Janasse Chateauneuf-du-Pape Cuvee Chaupin ,169,Rhone Red Blends,0.0,0.0,[' Piedmont'], Italy,2016
11368,Vietti Barolo Lazzarito,159,Nebbiolo,0.0,0.0,['Napa Valley'], California,2014
11369,Paco & Lola Celebration Albarino,24,Albarino,4.6,9.0,[' Bordeaux'], France,2019
11370,Silver Oak Napa Valley Cabernet Sauvignon ,699,Cabernet Sauvignon,0.0,0.0,[' Piedmont'], Italy,2015
11371,Chateau Pontet-Canet ,249,Bordeaux Red Blends,0.0,0.0,['Rioja'], Spain,2008
11372,Luigi Einaudi Dolcetto di Dogliani Vigna Tecc,29,Dolcetto,0.0,0.0,[' Central Coast'], California,2017
11373,Marques de Murrieta Rioja Reserva,29,Tempranillo,4.0,115.0,['Carneros'], California,2014
11374,Saint K Days Gone By Syrah,35,Syrah/Shiraz,0.0,0.0,['Sonoma County'], California,2016
11375,Cherry Pie Stanly Ranch Pinot Noir,50,Pinot Noir,4.4,40.0,['Maipo Valley'], Chile,2015
11376,Ridge Geyserville ,94,Other Red Blends,0.0,0.0,['Champagne'], France,2017
11377,Garage Wine Co. Cabernet Franc,38,Cabernet Franc,0.0,0.0,['Carneros'], California,2016
11378,Gaston Chiquet Special Club Brut Millesime,76,Vintage Sparkling Wine,0.0,0.0,[' Sonoma County'], California,2004
11379,Hudson Vineyards Phoenix,74,Bordeaux Red Blends,0.0,0.0,[' Sonoma County'], California,2016
11380,Guarachi Family Wines Sun Chase Vineyard Chardonnay,69,Chardonnay,0.0,0.0,[' Napa Valley'], California,2017
11381,Gary Farrell Russian River Selection Pinot Noir,45,Pinot Noir,4.0,72.0,['Campania'], Italy,2013
11382,Quintessa ,799,Cabernet Sauvignon,0.0,0.0,['Patagonia'], Argentina,2012
11383,Mastroberardino Radici Fiano di Avellino,27,Fiano,0.0,0.0,[' South of France'], France,2013
11384,Bodega Noemia de Patagonia Rio Negro Valley Malbec,135,Malbec,0.0,0.0,['Napa Valley'], California,2015
11385,Chateau Saint Roch Cotes du Roussillon Kerbuccio Maury Sec,25,Rhone Red Blends,4.0,67.0,['Rioja'], Spain,2015
11386,M by Michael Mondavi Cabernet Sauvignon,209,Cabernet Sauvignon,0.0,0.0,['Columbia Valley'], Washington,2012
11387,La Rioja Alta Vina Ardanza Reserva Seleccion Especial ,25,Tempranillo,4.3,17.0,['Rioja'], Spain,2010
11388,DeLille Chaleur Estate Blanc,38,Bordeaux White Blends,0.0,0.0,[' Burgundy'], France,2013
11389,Artadi Vinas de Gain,22,Tempranillo,0.0,0.0,['Santa Cruz Mountains'], California,2001
11390,Domaine Remi Jobard Meursault Genevrieres Premier Cru,159,Chardonnay,0.0,0.0,[' Burgundy'], France,2017
11391,Mount Eden Vineyards Reserve Chardonnay,79,Chardonnay,0.0,0.0,[' Burgundy'], France,2010
11392,Benjamin Leroux Meursault La Piece Sous le Bois Premier Cru,144,Chardonnay,0.0,0.0,['Central Coast'], California,2017
11393,Maume by Domaine Tawse Gevrey-Chambertin Lavaux-St-Jacques Premier Cru,149,Pinot Noir,0.0,0.0,[' Central Coast'], California,2016
11394,Ojai Roll Ranch Syrah,49,Syrah/Shiraz,0.0,0.0,[' Sonoma County'], California,2014
11395,Calera de Villiers Vineyard Pinot Noir,74,Pinot Noir,0.0,0.0,[' Rhone'], France,2009
11396,Morlet Ma Princesse Chardonnay,109,Chardonnay,0.0,0.0,[' Rhone'], France,2016
11398,Domaine les Pallieres Gigondas Les Racines ,28,Rhone Red Blends,3.7,6.0,[' Napa Valley'], California,2015
11399,Smith Woodhouse Vintage Port,69,Port,0.0,0.0,['Napa Valley'], California,2011
11400,Barnett Vineyards Spring Mountain Cabernet Sauvignon,75,Cabernet Sauvignon,0.0,0.0,[' Sonoma County'], California,2013
11401,Purlieu Beckstoffer To Kalon Vineyard Cabernet Sauvignon,199,Cabernet Sauvignon,0.0,0.0,['Tuscany'], Italy,2014
11402,Hobo Wine Company Rockpile Branham Vineyard Zinfandel,30,Zinfandel,3.4,11.0,[' Napa Valley'], California,2015
11403,Tenuta di Biserno Il Pino,75,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,2013
11404,Robert Mondavi Oakville District Cabernet Sauvignon ,28,Cabernet Sauvignon,4.4,5.0,[' Tuscany'], Italy,2008
11406,Michele Satta Castagni,129,Other Red Blends,0.0,0.0,[' Sonoma County'], California,2008
11407,Sigalas Assyrtiko Santorini,23,Assyrtiko,0.0,0.0,['Carneros'], California,2014
11408,Failla Estate Vineyard Chardonnay,51,Chardonnay,0.0,0.0,[' Central Coast'], California,2018
11409,Patz & Hall Hyde Vineyard Chardonnay,55,Chardonnay,0.0,0.0,[' South Australia'], Australia,2007
11410,Liquid Farm FOUR Chardonnay,79,Chardonnay,0.0,0.0,['Champagne'], France,2014
11411,Clarendon Hills Sandown Cabernet Sauvignon,51,Cabernet Sauvignon,0.0,0.0,['Mosel'], Germany,2003
11413,Maximin Grunhauser Abtsberg Riesling Spatlese,45,Riesling,4.2,10.0,[' Burgundy'], France,2017
11414,Hyland Estates Estate Old Vine Pinot Noir,27,Pinot Noir,0.0,0.0,[' Burgundy'], France,2017
11415,Domaine Matrot Meursault Les Chevalieres,74,Chardonnay,0.0,0.0,[' Rhone'], France,2018
11417,Chateau de Saint Cosme Saint-Joseph,44,Syrah/Shiraz,0.0,0.0,['Wachau'], Austria,2016
11418,Bodega Garzon Uruguay Balasto,120,Other Red Blends,4.9,8.0,['Rioja'], Spain,2016
11419,Prager Smaragd Klaus Riesling,79,Riesling,0.0,0.0,[' Western Australia'], Australia,2017
11420,La Rioja Alta Vina Ardanza Reserva ,19,Tempranillo,4.1,44.0,[' Piedmont'], Italy,2009
11421,Xanadu Estate Chardonnay,21,Chardonnay,0.0,0.0,['Mendoza'], Argentina,2017
11422,Massolino Vigna Margheria Barolo,99,Nebbiolo,0.0,0.0,[' Central Coast'], California,2013
11423,Pascual Toso Magdalena Toso,126,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2014
11425,Chateau Guiraud Sauternes ,27,Other Dessert,4.0,10.0,['Central Coast'], California,2014
11426,Quinta do Vallado Reserva Red,65,Other Red Blends,0.0,0.0,['Napa Valley'], California,2011
11427,Calera Ryan Vineyard Pinot Noir,49,Pinot Noir,0.0,0.0,[' Piedmont'], Italy,2009
11428,Lewis Cellars Napa Valley Chardonnay,59,Chardonnay,0.0,0.0,[' Central Coast'], California,2014
11429,Cordero di Montezemolo Barolo Enrico VI,95,Nebbiolo,0.0,0.0,[' Napa Valley'], California,2010
11431,Chase Family Hayne Vineyard Zinfandel,69,Zinfandel,0.0,0.0,['Champagne'], France,2016
11433,Bruno Paillard Nec Plus Ultra Brut,239,Vintage Sparkling Wine,0.0,0.0,['Sonoma County'], California,1999
11435,Dashe Todd Brothers Ranch Zinfandel,35,Zinfandel,0.0,0.0,['Tuscany'], Italy,2004
11436,Palmina Rocca Vineyard Nebbiolo,80,Nebbiolo,0.0,0.0,[' Central Coast'], California,2008
11437,Brancaia Tre,25,Tuscan Blends,3.3,53.0,[' Piedmont'], Italy,2011
11438,Austin Hope Cabernet Sauvignon ,160,Cabernet Sauvignon,4.5,21.0,[' Piedmont'], Italy,2017
11440,G.D. Vajra Bricco Delle Viole Barolo,86,Nebbiolo,0.0,0.0,[' Tuscany'], Italy,2012
11441,K Vintners Broncho Malbec,68,Malbec,4.5,7.0,[' Rhone'], France,2016
11442,Felsina Chianti Classico Riserva Rancia ,25,Sangiovese,4.1,6.0,[' Sonoma County'], California,2015
11443,Domaine du Pegau Chateauneuf-du-Pape Cuvee Laurence,145,Rhone Red Blends,4.7,6.0,[' Bordeaux'], France,2012
11444,DeLoach Estate Pinot Noir,74,Pinot Noir,0.0,0.0,[' Tuscany'], Italy,2015
11446,Tenuta Guado al Tasso Il Bruciato,31,Bordeaux Red Blends,4.1,295.0,[' Burgundy'], France,2016
11448,Patrick Piuze Chablis Roncieres Premier Cru,64,Chardonnay,0.0,0.0,[' Burgundy'], France,2016
11449,Chateau de Myrat Sauternes ,19,Other Dessert,4.1,12.0,[' Burgundy'], France,2016
11450,Domaine Robert Groffier Chambertin Clos de Beze Grand Cru,670,Pinot Noir,0.0,0.0,['Sicily'], Italy,2017
11451,Lucien Le Moine Gevrey-Chambertin Cazetiers Premier Cru,139,Pinot Noir,0.0,0.0,[' Sonoma County'], California,2013
11452,Alta Mora Etna Rosso,25,Nerello Mascalese,4.0,28.0,[' Friuli-Venezia Giulia'], Italy,2014
11453,Paul Hobbs Russian River Pinot Noir,69,Pinot Noir,4.6,29.0,[' Mendocino'], California,2016
11454,Schiopetto Pinot Grigio,23,Pinot Gris/Grigio,3.7,36.0,[' Rhone'], France,2017
11455,Marietta Gibson Block Syrah,40,Syrah/Shiraz,0.0,0.0,['Rioja'], Spain,2016
11456,Alain Voge Cornas Les Chailles,53,Syrah/Shiraz,0.0,0.0,[' Rhone'], France,2017
11457,La Rioja Alta Vina Ardanza Reserva ,22,Tempranillo,3.3,7.0,['Rioja'], Spain,2005
11458,Jean-Louis Chave Hermitage Blanc,350,Rhone White Blends,0.0,0.0,['Trentino-Alto Adige'], Italy,2012
11459,Marques de Murrieta Dalmau Tinto Reserva,74,Tempranillo,0.0,0.0,['Napa Valley'], California,2013
11460,Tenuta San Leonardo San Leonardo,79,Bordeaux Red Blends,0.0,0.0,[' Piedmont'], Italy,2014
11461,David Arthur Three Acre Cabernet Sauvignon,154,Cabernet Sauvignon,0.0,0.0,[' Piedmont'], Italy,2015
11462,Marcarini Barolo Brunate,56,Nebbiolo,0.0,0.0,[' Sonoma County'], California,2011
11463,Bruna Grimaldi Camilla Barolo,45,Nebbiolo,3.5,21.0,['Napa Valley'], California,2014
11464,B.R. Cohn Olive Hill Estate Cabernet Sauvignon,38,Cabernet Sauvignon,0.0,0.0,[' Rhone'], France,2014
11465,Black Stallion Winery Cabernet Sauvignon,27,Cabernet Sauvignon,4.1,20.0,[' Central Coast'], California,2011
11466,Domaine de la Charbonniere Vacqueyras Cuvee Speciale,35,Rhone Red Blends,0.0,0.0,[' Sonoma County'], California,2016
11468,Hartford Highwire Vineyard Zinfandel,64,Zinfandel,0.0,0.0,[' Mendocino'], California,2016
11469,Vina Amalia Reserva Malbec,19,Malbec,0.0,0.0,[' Sonoma County'], California,2011
11470,The Donum Estate Anderson Valley Estate Pinot Noir,81,Pinot Noir,4.2,7.0,[' South Australia'], Australia,2012
11471,Martinelli Giuseppe and Luisa Zinfandel,59,Zinfandel,4.7,6.0,[' Rhone'], France,2017
11472,Two Hands Lily's Garden Shiraz,68,Syrah/Shiraz,0.0,0.0,[' Piedmont'], Italy,2012
11473,Jean-Louis Chave Hermitage Blanc,325,Rhone White Blends,0.0,0.0,['Mendoza'], Argentina,2011
11474,Paolo Scavino Barolo Rocche dell'Annunziata Riserva,264,Nebbiolo,0.0,0.0,['Willamette Valley'], Oregon,2004
11475,Fabre Montmayou Reserva Cabernet Franc,16,Cabernet Franc,3.7,118.0,[' Napa Valley'], California,2016
11476,Winderlea Legacy Pinot Noir,76,Pinot Noir,0.0,0.0,[' Burgundy'], France,2012
11477,La Jota Howell Mountain Cabernet Sauvignon,89,Cabernet Sauvignon,4.5,11.0,[' Burgundy'], France,2013
11478,Chateau des Quarts Pouilly-Fuisse Clos des Quarts Monopole,74,Chardonnay,0.0,0.0,[' Rhone'], France,2016
11479,Olivier Bernstein Chambertin Grand Cru,699,Pinot Noir,0.0,0.0,[' Willamette Valley'], Oregon,2015
11480,Guigal Saint-Joseph Lieu-Dit Rouge,64,Syrah/Shiraz,0.0,0.0,[' Napa Valley'], California,2016
11481,Elk Cove Goodrich Vineyard Pinot Noir,48,Pinot Noir,0.0,0.0,['Tuscany'], Italy,2015
11482,Nickel & Nickel Quicksilver Cabernet Sauvignon,125,Cabernet Sauvignon,4.6,12.0,['Champagne'], France,2016
11483,Bibi Graetz Soffocone di Vincigliata,45,Sangiovese,0.0,0.0,[' South Australia'], Australia,2014
11484,Pommery Cuvee Louise,139,Vintage Sparkling Wine,0.0,0.0,['Columbia Valley'], Washington,2004
11485,John Duval Entity Shiraz,39,Syrah/Shiraz,0.0,0.0,[' Sonoma County'], California,2010
11486,Pirouette,64,Bordeaux Red Blends,0.0,0.0,['Mosel'], Germany,2015
11487,Benovia La Pommeraie Pinot Noir,59,Pinot Noir,0.0,0.0,[' Willamette Valley'], Oregon,2015
11488,Dr. Loosen Erdener Treppchen Auslese ,35,Riesling,0.0,0.0,[' South of France'], France,2017
11489,Domaine Drouhin Oregon Chardonnay Arthur,35,Chardonnay,4.3,13.0,[' Rhone'], France,2016
11490,Domaine Tempier Bandol Rouge,49,Mourvedre,4.5,11.0,['Marlborough'], New Zealand,2015
11491,Villeneuve Chateauneuf-du-Pape Vieilles Vignes,60,Rhone Red Blends,4.1,6.0,[' South Australia'], Australia,2012
11494,Terredora di Paolo Fatica Contadina Taurasi,36,Aglianico,0.0,0.0,[' Napa Valley'], California,2009
11495,Ojai Bien Nacido Syrah,49,Syrah/Shiraz,0.0,0.0,[' Burgundy'], France,2013
11496,Hindsight Wines Bella Vetta Vineyard Cabernet Sauvignon,95,Cabernet Sauvignon,0.0,0.0,['Wachau'], Austria,2014
11497,Ballot-Millot Meursault Perrieres Premier Cru,169,Chardonnay,0.0,0.0,[' Piedmont'], Italy,2017
11498,Rudi Pichler Smaragd Achleiten Riesling,89,Riesling,0.0,0.0,['Lodi'], California,2015
11499,Elio Altare Barolo Cerretta,129,Nebbiolo,0.0,0.0,[' Tuscany'], Italy,2007
11500,Michael David Winery Lust Zinfandel,61,Zinfandel,0.0,0.0,['Napa Valley'], California,2012
11501,Siro Pacenti Brunello di Montalcino Pelagrilli,45,Sangiovese,0.0,0.0,[' South Australia'], Australia,2012
11502,Shafer Relentless,139,Syrah/Shiraz,4.5,16.0,[' Napa Valley'], California,2013
11503,Pewsey Vale 1961 Block Riesling,49,Riesling,0.0,0.0,[' Bordeaux'], France,1961
11504,Trefethen Merlot,40,Merlot,4.2,27.0,['Napa Valley'], California,2016
11505,Chateau Lafite Rothschild ,1500,Bordeaux Red Blends,0.0,0.0,[' Willamette Valley'], Oregon,1978
11506,Blackbird Vineyards Arise Napa Valley Proprietary Red ,29,Bordeaux Red Blends,3.7,17.0,['Priorat'], Spain,2014
11507,Cristom Jessie Vineyard Pinot Noir ,32,Pinot Noir,0.0,0.0,['Napa Valley'], California,2016
11508,Mas Doix Costers de Vinyes Velles Priorat,138,Other Red Wine,0.0,0.0,['Alsace'], France,2008
11509,World's End Wavelength,88,Other Red Blends,0.0,0.0,[' Tuscany'], Italy,2010
11511,Felsina Berardenga Chianti Classico,31,Sangiovese,3.8,28.0,[' Rhone'], France,2015
11513,Auguste Clape Cornas ,329,Syrah/Shiraz,0.0,0.0,[' Central Coast'], California,2016
11514,Chateau de Beaucastel Chateauneuf-du-Pape Blanc,108,Rhone White Blends,0.0,0.0,[' Napa Valley'], California,2013
11515,Kosta Browne Garys' Vineyard Pinot Noir,119,Pinot Noir,0.0,0.0,[' Willamette Valley'], Oregon,2005
11516,Duckhorn Three Palms Merlot ,399,Merlot,0.0,0.0,[' Rhone'], France,2015
11517,Domaine Drouhin Oregon Pinot Noir ,25,Pinot Noir,4.3,28.0,[' Tuscany'], Italy,2016
11518,M. Chapoutier Hermitage Monier de la Sizeranne,149,Syrah/Shiraz,4.6,14.0,['Napa Valley'], California,2012
11519,Tenuta di Nozzole Chianti Classico Riserva,30,Sangiovese,3.9,469.0,[' Bordeaux'], France,2015
11520,Pahlmeyer Raison d'Etre Cabernet Sauvignon,349,Cabernet Sauvignon,0.0,0.0,[' Rhone'], France,2014
11521,Chateau Doisy Vedrines Sauternes,39,Other Dessert,0.0,0.0,[' Bordeaux'], France,2009
11523,Chateau Pavie,429,Bordeaux Red Blends,0.0,0.0,[' Sonoma County'], California,2017
11525,Ridge Lytton Estate Petite Sirah,41,Petite Sirah,4.0,8.0,['Columbia Valley'], Washington,2017
11526,Quinta do Crasto Douro Red Reserva Old Vines,39,Other Red Blends,0.0,0.0,[' Sonoma County'], California,2005
