,product_name,price,varietal,origin,rating,rating_count
19437,Louis Roederer Brut Rose (1.5 Liter Magnum) 2010,189,Rosé Sparkling Wine,"Champagne, France",0.0,0
19438,Vieux Chateau Certan (Futures Pre-Sale) 2019,249,Bordeaux Red Blends,"Pomerol, Bordeaux, France",0.0,0
19439,Melka Metisse Jumping Goat Vineyard 2008,139,Bordeaux Red Blends,"Napa Valley, California",0.0,0
19440,Albert Bichot Chablis Domaine Long-Depaquit Moutonne Grand Cru Monopole 2013,145,Chardonnay,"Chablis, Burgundy, France",0.0,0
19441,Stag's Leap Wine Cellars S.L.V. Cabernet Sauvignon (1.5 Liter Magnum) 2014,309,Cabernet Sauvignon,"Napa Valley, California",0.0,0
19442,Abreu Vineyards Madrona Ranch 2015,649,Bordeaux Red Blends,"Napa Valley, California",0.0,0
19443,O'Shaughnessy Howell Mountain Cabernet Sauvignon 2013,99,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",0.0,0
19444,CADE Howell Mountain Cabernet Sauvignon 2009,79,Cabernet Sauvignon,"Napa Valley, California",0.0,0
19445,Yao Ming Family Reserve Cabernet Sauvignon 2014,250,Cabernet Sauvignon,"Napa Valley, California",0.0,0
19446,Taylor Fladgate Vargellas Vinha Velha Vintage Port 2017,275,Port,Portugal,5.0,11
19447,Niepoort Charme Tinto 2007,100,Other Red Blends,Portugal,0.0,0
19448,Isole e Olena Cepparello 2014,79,Sangiovese,"Tuscany, Italy",4.2,6
19449,Tenuta di Arceno Il Fauno di Arcanum 2013,31,Bordeaux Red Blends,"Tuscany, Italy",4.5,24
19450,Wayfarer The Traveler Pinot Noir 2012,150,Pinot Noir,"Fort Ross-Seaview, Sonoma Coast, Sonoma County, California",0.0,0
19451,Domaine de l'Arlot Nuits-St-Georges Clos des Forets St Georges Premier Cru Monopole 2016,149,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
19452,Foxen John Sebastiano Vineyard Pinot Noir 2016,53,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
19453,Chateau La Nerthe Chateauneuf-du-Pape Blanc 2017,60,Rhone White Blends,"Chateauneuf-du-Pape, Rhone, France",4.3,19
19454,Billecart-Salmon Cuvee Nicolas Francois Brut 2000,89,Vintage Sparkling Wine,"Champagne, France",0.0,0
19455,Achaval-Ferrer Finca Altamira Malbec 2013,140,Malbec,"Mendoza, Argentina",0.0,0
19456,Panther Creek Shea Vineyard Pinot Noir 1998,53,Pinot Noir,"Yamhill-Carlton District, Willamette Valley, Oregon",0.0,0
19457,La Gerla Brunello di Montalcino (1.5 Liter Magnum) 2010,129,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
19458,Domaine du Pegau Chateauneuf-du-Pape Cuvee da Capo (3 Liter Bottle) 2003,"2,599",Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
19459,Kistler Vineyards Kistler Vineyard Chardonnay 2002,109,Chardonnay,"Sonoma Valley, Sonoma County, California",0.0,0
19460,Louis Latour Batard-Montrachet Grand Cru 2016,369,Chardonnay,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
19461,CADE Howell Mountain Estate Cabernet Sauvignon 2014,98,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",4.3,23
19462,Hundred Acre Kayli Morgan Cabernet Sauvignon (1.5L Magnum) 2007,"1,089",Cabernet Sauvignon,"Napa Valley, California",0.0,0
19463,Patz & Hall Gap's Crown Vineyard Pinot Noir 2015,70,Pinot Noir,"Petaluma Gap, Sonoma Coast, Sonoma County, California",4.1,13
19464,Betz Family Winery Pere de Famille Cabernet Sauvignon 2008,58,Cabernet Sauvignon,"Columbia Valley, Washington",0.0,0
19465,Foxen Sea Smoke Vineyard Pinot Noir 2007,79,Pinot Noir,California,0.0,0
19466,Chateau Climens 2003,109,Other Dessert,"Sauternes, Bordeaux, France",0.0,0
19467,Kistler Vineyards Dutton Ranch Chardonnay 2003,109,Chardonnay,"Sonoma Coast, Sonoma County, California",0.0,0
