,product_name,price,varietal,origin,rating,rating_count
1060,Stolpman Vineyards Estate Grown Syrah 2017,29,Syrah/Shiraz,"Ballard Canyon, Santa Barbara, Central Coast, California",3.8,45
1061,Futo 2014,379,Bordeaux Red Blends,"Oakville, Napa Valley, California",0.0,0
1062,Torres Reserva Real 2015,138,Bordeaux Red Blends,"Penedes, Spain",4.9,26
1063,Chateau Haut-Bailly (Futures Pre-Sale) 2019,94,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
1064,Hartford Court Warrior Princess Pinot Noir 2015,70,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",0.0,0
1065,LaRue Sonoma Coast Pinot Noir 2016,59,Pinot Noir,"Sonoma Coast, Sonoma County, California",0.0,0
1066,Chateau Palmer 2010,399,Bordeaux Red Blends,"Margaux, Bordeaux, France",0.0,0
1067,Chateau Pavie Macquin 2015,99,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",3.8,20
1068,Chateau Brane-Cantenac (Futures Pre-Sale) 2018,71,Bordeaux Red Blends,"Margaux, Bordeaux, France",0.0,0
1069,OVID 2009,299,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1070,Nickel & Nickel State Ranch Cabernet Sauvignon (1.5 Liter Magnum) 2016,249,Cabernet Sauvignon,"Yountville, Napa Valley, California",0.0,0
1071,Hourglass Blueline Cabernet Sauvignon 2018,124,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1072,Rodney Strong Brothers Vineyard Cabernet Sauvignon 2015,89,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",3.9,8
1073,Arietta 88 Keys Cabernet Sauvignon 2012,299,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1074,Evening Land Seven Springs Vineyard La Source Chardonnay 2017,79,Chardonnay,"Eola-Amity Hills, Willamette Valley, Oregon",0.0,0
1075,Cayuse Wallah Wallah Special #6 (1.5 Liter Magnum) 2014,279,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1076,Chateau Fombrauge 2016,37,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.3,80
1077,Chateau Haut-Brisson (1.5 Liter Magnum) 2016,74,Merlot,"St. Emilion, Bordeaux, France",0.0,0
1078,Chateau Troplong Mondot (Futures Pre-Sale) 2019,94,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1079,Fairchild G-III Cabernet Sauvignon 2015,319,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1080,Domaine Gerard Duplessis Chablis Les Clos Grand Cru 2017,109,Chardonnay,"Chablis, Burgundy, France",0.0,0
1081,Domaine de la Solitude Chateauneuf-du-Pape Cuvee Barberini (1.5 Liter Magnum) 2016,159,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
1082,Arrow & Branch Cabernet Sauvignon 2015,119,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1083,Philip Togni Cabernet Sauvignon 2015,149,Cabernet Sauvignon,"Spring Mountain District, Napa Valley, California",4.7,5
1084,Chateau Nenin 2016,84,Bordeaux Red Blends,"Pomerol, Bordeaux, France",0.0,0
1085,Schrader RBS To Kalon Vineyard Cabernet Sauvignon 2014,349,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
1086,Chateau Belgrave (Futures Pre-Sale) 2019,32,Bordeaux Red Blends,"Medoc, Bordeaux, France",0.0,0
1087,William Fevre Chablis Valmur Domaine Grand Cru 2013,129,Chardonnay,"Chablis, Burgundy, France",0.0,0
1088,Morlet Passionnement Cabernet Sauvignon 2014,259,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
1089,Domaine Henri Gouges Nuits-St-Georges Les Saint Georges Premier Cru 2018,249,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1090,Chateau Ducru-Beaucaillou 2015,209,Bordeaux Red Blends,"St-Julien, Bordeaux, France",0.0,0
1091,David Duband Charmes-Chambertin Grand Cru 2010,299,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1092,Avennia Sestina 2016,79,Bordeaux Red Blends,"Columbia Valley, Washington",0.0,0
1093,K Vintners Roma 2017,54,Other Red Blends,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1094,Sandhi Bentrock Chardonnay 2018,49,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
1095,Massican Gemina 2019,34,Other White Blends,"Napa Valley, California",3.6,7
1096,Chateau L'Evangile 2015,249,Bordeaux Red Blends,"Pomerol, Bordeaux, France",0.0,0
1097,Chateau La Gaffeliere (Futures Pre-Sale) 2018,67,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1098,Domaine Faiveley Clos de Vougeot Grand Cru 2014,279,Pinot Noir,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1099,Ornellaia 2014,239,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",4.7,16
1100,Planeta Chardonnay 2018,42,Chardonnay,"Sicily, Italy",4.4,22
1101,Torbreck Les Amis Grenache 2003,179,Grenache,"Barossa Valley, Barossa, South Australia, Australia",0.0,0
1102,Diamond Creek Red Rock Terrace Cabernet Sauvignon 2017,249,Cabernet Sauvignon,"Diamond Mountain District, Napa Valley, California",0.0,0
1103,Vietti Barolo Ravera 2015,209,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
1104,Silverado Mt. George Merlot 2016,39,Merlot,"Napa Valley, California",4.2,27
1105,Chateau Fombrauge 2017,32,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.2,12
1106,Aperture Del Rio Vineyard Cabernet Sauvignon 2016,149,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",0.0,0
1107,Chateau Smith Haut Lafitte 2014,94,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",4.2,25
1108,Livio Sassetti Brunello di Montalcino Pertimali 2015,90,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
1109,Chateau Sansonnet 2017,39,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.1,6
1110,Tour Saint Christophe Les Terrasses de Saint Christophe 2014,25,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",3.8,281
1111,Cayuse Impulsivo Tempranillo 2017,169,Tempranillo,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1112,Grgich Hills Estate Chardonnay 2018,43,Chardonnay,"Napa Valley, California",0.0,0
1113,J.J. Prum Wehlener Sonnenuhr Kabinett Riesling 2018,55,Riesling,"Mosel, Germany",4.2,9
1114,Chateau Malartic-Lagraviere 2015,62,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",4.2,75
1115,Linne Calodo Overthinker Red Blend 2017,96,Rhone Red Blends,"Paso Robles, Central Coast, California",0.0,0
1116,Tua Rita Giusto di Notri 2017,99,Bordeaux Red Blends,"Tuscany, Italy",5.0,6
1117,Chateau Capbern 2018,29,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",0.0,0
1118,Chateau Barde Haut 2016,49,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.1,33
1119,Dow's Vintage Port 2017,149,Port,Portugal,0.0,0
1120,Philip Togni Cabernet Sauvignon 2004,174,Cabernet Sauvignon,"Spring Mountain District, Napa Valley, California",0.0,0
1121,Chateau Lynch-Bages (Futures Pre-Sale) 2019,97,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
1122,Domaine Latour-Giraud Meursault-Charmes Premier Cru 2017,109,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
1123,Robert Mondavi To Kalon Vineyard Reserve Cabernet Sauvignon 2015,175,Cabernet Sauvignon,"Oakville, Napa Valley, California",4.4,57
1124,Denis Mortet Gevrey-Chambertin Premier Cru 2017,194,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1125,Gaja Conteisa 2014,269,Nebbiolo,"Barolo, Piedmont, Italy",4.2,5
1126,Duckhorn Three Palms Merlot 2016,110,Merlot,"Calistoga, Napa Valley, California",4.4,25
1127,SuNu Shea East Hill Pinot Noir 2017,75,Pinot Noir,"Yamhill-Carlton District, Willamette Valley, Oregon",0.0,0
1128,Chateau de la Tour Clos Vougeot Grand Cru (1.5 Liter Magnum) 2014,450,Pinot Noir,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1129,Chateau Gloria (Futures Pre-Sale) 2019,35,Bordeaux Red Blends,"St-Julien, Bordeaux, France",0.0,0
1130,Vineyard 7 and 8 Estate Cabernet Sauvignon 2016,225,Cabernet Sauvignon,"Spring Mountain District, Napa Valley, California",0.0,0
1131,Shafer One Point Five Cabernet Sauvignon (1.5 Liter Magnum) 2017,199,Cabernet Sauvignon,"Stags Leap District, Napa Valley, California",0.0,0
1132,Bucklin Old Hill Ranch Ancient Field Blend 2017,36,Other Red Blends,"Sonoma Valley, Sonoma County, California",4.3,10
1133,CVNE Vina Real Gran Reserva 2012,49,Tempranillo,"Rioja, Spain",4.4,19
1134,The Withers Mr. Burgess 2014,42,Rhone Red Blends,"El Dorado, Sierra Foothills, California",3.5,11
1135,Corra Winery Cabernet Sauvignon 2007,209,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1136,Bongiovanni Barolo Pernanno 2015,119,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
1137,Albert Bichot Chablis Montee de Tonnerre Premier Cru Domaine Long-Depaquit 2018,67,Chardonnay,"Chablis, Burgundy, France",0.0,0
1138,Harlan The Maiden 2005,229,Bordeaux Red Blends,"Oakville, Napa Valley, California",0.0,0
1139,Cliff Lede Poetry Cabernet Sauvignon 2014,229,Cabernet Sauvignon,"Stags Leap District, Napa Valley, California",0.0,0
1140,Failla Hudson Vineyard Syrah 2018,59,Syrah/Shiraz,"Napa Valley, California",0.0,0
1141,Horsepower Vineyards Sur Echalas Vineyard Syrah 2017,189,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1142,Horsepower Vineyards Sur Echalas Vineyard Grenache 2017,189,Grenache,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1143,Quilceda Creek Cabernet Sauvignon 2009,219,Cabernet Sauvignon,"Columbia Valley, Washington",0.0,0
1144,Chateau Poujeaux (Futures Pre-Sale) 2019,25,Bordeaux Red Blends,"Moulis, Bordeaux, France",0.0,0
1145,Mi Terruno Icono Limited Edition 2015,67,Bordeaux Red Blends,"Mendoza, Argentina",0.0,0
1146,Buscado Vivo o Muerto El Indio El Cepillo 2015,49,Other Red Blends,"Uco Valley, Mendoza, Argentina",0.0,0
1147,Sine Qua Non Atlantis Fe 203-3e Roussanne Vin de Paille (375ML half-bottle) 2005,229,Grenache,California,0.0,0
1148,Domaine Drouhin-Laroze Clos de Vougeot Grand Cru 2012,179,Pinot Noir,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1149,Keenan Mernet Reserve 2012,99,Bordeaux Red Blends,"Spring Mountain District, Napa Valley, California",0.0,0
1150,Jean-Luc Colombo Cornas Les Ruchets 2016,99,Syrah/Shiraz,"Cornas, Rhone, France",0.0,0
1151,Quinta do Vesuvio Vintage Port 2015,79,Port,Portugal,0.0,0
1152,Finca Villacreces Nebro 2001,209,Tempranillo,"Ribera del Duero, Spain",0.0,0
1153,Fuligni Brunello di Montalcino Riserva 2013,194,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
1154,Duckhorn Three Palms Merlot (1.5 Liter Magnum) 2016,208,Merlot,"Calistoga, Napa Valley, California",0.0,0
1155,Domaine Perrot-Minot Morey-Saint-Denis La Riotte Premier Cru 2012,229,Pinot Noir,"Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1156,Marcassin Three Sisters Vineyard Chardonnay 2009,209,Chardonnay,"Sonoma Coast, Sonoma County, California",0.0,0
1157,Graham's Vintage Port (375ML half-bottle) 2017,62,Port,"Douro, Portugal",0.0,0
1158,Sine Qua Non The Duel Grenache 2008,399,Grenache,California,0.0,0
1159,Domaine du Vieux Telegraphe Chateauneuf-du-Pape La Crau (1.5 Liter Magnum) 2018,199,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
1160,Chateau La Garde (Futures Pre-Sale) 2018,25,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
1161,Clos L'Eglise Pomerol 2016,109,Bordeaux Red Blends,"Pomerol, Bordeaux, France",0.0,0
1162,Chateau Doisy Daene (375ML Futures Pre-Sale) 2018,18,Other Dessert,"Barsac, Bordeaux, France",0.0,0
1163,Dal Forno Romano Passito Vigna Sere (375ML half-bottle) 2004,209,Other Dessert,"Veneto, Italy",0.0,0
1164,Domaine Bernard Moreau Chassagne-Montrachet Morgeot Premier Cru 2018,179,Chardonnay,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
1165,Clos Pegase Hommage Cabernet Sauvignon 2014,125,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1166,Produttori del Barbaresco Barbaresco (1.5 Liter Magnum) 2016,110,Nebbiolo,"Barbaresco, Piedmont, Italy",0.0,0
1167,Corison Kronos Vineyard Cabernet Sauvignon 2016,195,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1168,Pio Cesare Barolo Mosconi 2015,184,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
1169,Arnot-Roberts Clajeux Vineyard Cabernet Sauvignon 2017,94,Cabernet Sauvignon,"Chalk Hill, Sonoma County, California",0.0,0
1170,Lucien Le Moine Meursault Charmes Premier Cru 2017,199,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
1171,Proper Estate Syrah 2015,49,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1172,Dr. Loosen Erdener Treppchen Auslese 2019,57,Riesling,"Mosel, Germany",0.0,0
1173,Chateau Fonplegade (Futures Pre-Sale) 2019,39,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1174,Luigi Oddero Barolo 2014,69,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
1175,Domaine Duroche Gevrey-Chambertin Lavaut Saint Jacques Premier Cru 2017,169,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1176,Luna Vineyards Winemaker’s Reserve Sangiovese 2017,39,Sangiovese,"Napa Valley, California",0.0,0
1177,Taittinger Comtes de Champagne Blanc de Blancs 2007,199,Vintage Sparkling Wine,"Champagne, France",4.9,107
1178,Chateau Corbin 2016,44,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1179,Sbragia Godspeed Vineyard Cabernet Sauvignon 2013,99,Cabernet Sauvignon,"Mt. Veeder, Napa Valley, California",3.9,11
1180,Chateau de Meursault Clos des Grands Charrons 2016,150,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
1181,Chateau Gazin 2015,79,Bordeaux Red Blends,"Pomerol, Bordeaux, France",4.2,17
1182,Calera Jensen Vineyard Pinot Noir 2016,88,Pinot Noir,"Mt. Harlan, Central Coast, California",0.0,0
1183,Ballot-Millot Meursault Genevrieres Premier Cru 2017,149,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
1184,Paul Lato Space Cadet Syrah/Grenache 2018,84,Rhone Red Blends,"Santa Barbara, Central Coast, California",0.0,0
1185,Chateau Valandraud (Futures Pre-Sale) 2019,129,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1186,Chateau Haut-Bailly 2016,149,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",4.6,10
1187,Arietta H Block Hudson Vineyards Red Blend 2015,149,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1188,Cornell Vineyards Cabernet Sauvignon 2016,149,Cabernet Sauvignon,"Sonoma County, California",0.0,0
1189,Calera Mt. Harlan Mills Vineyard Pinot Noir 2016,74,Pinot Noir,"Mt. Harlan, Central Coast, California",0.0,0
1190,Castellare I Sodi S. Niccolo 2016,100,Sangiovese,"Tuscany, Italy",0.0,0
1191,Hickinbotham Brooks Road Shiraz 2016,74,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",0.0,0
1192,Michel Rolland Cabernet Sauvignon 2015,169,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1193,Futo OV/SL Red 2014,219,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1194,Muller-Catoir Haardt Riesling Trocken 2019,36,Riesling,Germany,0.0,0
1195,Pegaso Cebreros Garnacha Barrancos de Pizarra 2016,52,Grenache,Spain,0.0,0
1196,Roger Sabon Chateauneuf-du-Pape Reserve 2018,47,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",4.5,5
1197,Chateau Canon La Gaffeliere (Futures Pre-Sale) 2019,69,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1198,Tyler Winery Bien Nacido Pinot Noir 2017,69,Pinot Noir,"Santa Maria Valley, Central Coast, California",0.0,0
1199,Prats & Symington Chryseia Douro 2015,77,Other Red Blends,Portugal,0.0,0
1200,Tyler Winery Bien Nacido Pinot Noir 2017,69,Pinot Noir,"Santa Maria Valley, Central Coast, California",0.0,0
1201,Prats & Symington Chryseia Douro 2015,77,Other Red Blends,Portugal,0.0,0
1202,TOR Durell Vineyard Cuvee Mimi Chardonnay 2018,79,Chardonnay,"Sonoma Valley, Sonoma County, California",0.0,0
1203,Domaine Fourrier Gevrey-Chambertin Premier Cru Les Goulots Vieilles Vignes 2011,199,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1204,Domaine Robert Chevillon Nuits-St-Georges Les Perrieres Premier Cru 2017,159,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1205,Levy & McClellan Ampersand Red 2009,169,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1206,Zuccardi Finca Piedra Infinita Altamira 2016,154,Malbec,"Uco Valley, Mendoza, Argentina",4.0,5
1207,Chateau Haut-Batailley (Futures Pre-Sale) 2018,64,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
1208,Chateau Duhart-Milon (Futures Pre-Sale) 2019,67,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
1209,Chateau Ferriere (Futures Pre-Sale) 2019,36,Bordeaux Red Blends,"Margaux, Bordeaux, France",0.0,0
1210,Jean-Luc Colombo Cornas Les Terres Brulees 2016,56,Syrah/Shiraz,"Cornas, Rhone, France",4.3,6
1211,Anakota Helena Montana Vineyard Cabernet Sauvignon 2017,125,Cabernet Sauvignon,"Knights Valley, Sonoma County, California",0.0,0
1212,Patrick Piuze Chablis Grand Cru Les Clos 2018,154,Chardonnay,"Chablis, Burgundy, France",0.0,0
1213,Bouchard Pere & Fils Nuits-St-Georges Les Cailles Premier Cru 2017,150,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1214,Domaine de Montille Volnay Les Mitans Premier Cru 2017,144,Pinot Noir,"Volnay, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
1215,Clos Apalta Le Petit Clos Apalta 2017,44,Bordeaux Red Blends,"Colchagua Valley, Rapel Valley, Chile",0.0,0
1216,Rivers-Marie Lore Vineyard Cabernet Sauvignon 2017,199,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1217,Mullineux Family Wines Olerasay 2.0 Straw Wine (375ML half-bottle),79,Other Dessert,South Africa,0.0,0
1218,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2000,139,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
1219,Francoise Bedel Dis Vin Secret,73,Non-Vintage Sparkling Wine,"Champagne, France",0.0,0
1220,Gianni Gagliardo Barolo Lazzarito Vigna Preve 2015,138,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
1221,Chateau Bellevue Mondotte 2017,159,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1222,Spring Mountain Vineyard Elivette 2014,144,Bordeaux Red Blends,"Spring Mountain District, Napa Valley, California",0.0,0
1223,Krupp Brothers Estates Stagecoach Vineyard M5 Cabernet Sauvignon 2014,194,Cabernet Sauvignon,"Napa Valley, California",0.0,0
1224,Department 66 Pharaon 2015,158,Rhone Red Blends,France,0.0,0
1225,Chateau Montrose (Futures Pre-Sale) 2018,177,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",0.0,0
1226,Sine Qua Non Mr K The Nobleman Chardonnay (375ML half-bottle) 2005,179,Other Dessert,"Central Coast, California",0.0,0
1227,Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes 2017,144,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
1228,Chateau Beau-Sejour Becot (Futures Pre-Sale) 2019,57,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1229,Larkmead LMV Salon 2012,179,Bordeaux Red Blends,"Napa Valley, California",0.0,0
1230,Chateau Rol Valentin (Futures Pre-Sale) 2019,30,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
1231,Cattleya Wines Soberanes Vineyard Syrah 2015,66,Syrah/Shiraz,"Santa Lucia Highlands, Monterey, Central Coast, California",0.0,0
1232,Chateau Siran (Futures Pre-Sale) 2019,29,Bordeaux Red Blends,"Margaux, Bordeaux, France",0.0,0
1233,Kosta Browne Giusti Ranch Pinot Noir 2017,149,Pinot Noir,"Russian River, Sonoma County, California",0.0,0
1234,Ceretto Bricco Asili Barbaresco 2006,159,Nebbiolo,"Barbaresco, Piedmont, Italy",0.0,0
1235,Taylor Fladgate 30 Year Old Tawny,139,Port,Portugal,4.8,93
1236,Le Vieux Donjon Chateauneuf-du-Pape 2014,64,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
1237,Tenuta di Arceno Valadorna 2013,79,Bordeaux Red Blends,"Tuscany, Italy",4.9,5
1238,Patrice Rion Chambolle-Musigny Les Charmes Premier Cru 2017,119,Pinot Noir,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1239,Jonata La Sangre de Jonata 2016,159,Syrah/Shiraz,"Santa Ynez Valley, Santa Barbara, Central Coast, California",0.0,0
1240,Pio Cesare Barolo Ornato 2014,139,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
1241,Domaine Bruno Clavelier Nuits-St-Georges Aux Cras Premier Cru Vieilles Vignes 2013,164,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
1242,The Hilt The Old Guard Chardonnay 2016,65,Chardonnay,"Santa Barbara, Central Coast, California",0.0,0
1243,Purlieu Georges III Cabernet Sauvignon 2015,169,Cabernet Sauvignon,"Rutherford, Napa Valley, California",0.0,0
1244,Betz Family Winery La Cote Patriarche Syrah (1.5L Magnum) 2014,199,Syrah/Shiraz,"Yakima Valley, Columbia Valley, Washington",0.0,0
1245,Horsepower Vineyards The Tribe Vineyard Syrah 2012,149,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1246,Ancien Wines Fiddlestix Vineyard Pinot Noir 2017,57,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
1247,Chateau Belgrave (Futures Pre-Sale) 2018,36,Bordeaux Red Blends,"Medoc, Bordeaux, France",0.0,0
1248,Von Strasser Reserve Red Wine 2016,148,Bordeaux Red Blends,"Diamond Mountain District, Napa Valley, California",0.0,0
1249,Patrick Piuze Chablis Grand Cru Bougros Cote de Bouqueyreaux 2018,129,Chardonnay,"Chablis, Burgundy, France",0.0,0
1250,Cayuse Armada Syrah 2013,149,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1251,Chateau Malartic-Lagraviere (375ML half-bottle Futures Pre-Sale) 2019,19,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
1252,Chateau de Saint Cosme Gigondas le Claux 2018,129,Rhone Red Blends,"Gigondas, Rhone, France",0.0,0
1253,M. Chapoutier Hermitage Chante Alouette Blanc 2016,150,Marsanne,"Hermitage, Rhone, France",4.7,9
1254,Ashton Hills Reserve Pinot Noir 2018,61,Pinot Noir,"Adelaide Hills, South Australia, Australia",0.0,0
1255,Don Melchor Cabernet Sauvignon 2016,119,Cabernet Sauvignon,"Maipo Valley, Chile",4.7,7
1256,Louis Martini Monte Rosso Cabernet Sauvignon 2016,150,Cabernet Sauvignon,"Moon Mountain District, Sonoma Valley, Sonoma County, California",0.0,0
1257,Rhys Vineyards Horseshoe Vineyard Pinot Noir 2016,128,Pinot Noir,"Santa Cruz Mountains, California",0.0,0
1258,Arietta On The White Keys White Blend 2018,61,Bordeaux White Blends,"Carneros, California",0.0,0
1259,Chateau Suduiraut Sauternes (Futures Pre-Sale) 2019,51,Other Dessert,"Sauternes, Bordeaux, France",0.0,0
1260,Kumeu River Coddington Chardonnay 2018,52,Chardonnay,New Zealand,0.0,0
1261,Cayuse Armada Syrah 2011,149,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
1262,Chateau Suduiraut Sauternes (375ML Futures Pre-Sale) 2019,25,Other Dessert,"Sauternes, Bordeaux, France",0.0,0
1263,Delas Cote Rotie Seigneur de Maugiron 2017,119,Syrah/Shiraz,"Cote Rotie, Rhone, France",0.0,0
1264,Arrowood Reserve Speciale Cabernet Sauvignon 2014,100,Cabernet Sauvignon,"Sonoma Valley, Sonoma County, California",0.0,0
1265,Patria A. Price Vineyard Cabernet Sauvignon 2017,109,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
1266,Wayfarer Golden Mean Pinot Noir 2017,119,Pinot Noir,"Fort Ross-Seaview, Sonoma Coast, Sonoma County, California",0.0,0
1267,Chateau Les Ormes de Pez (Futures Pre-Sale) 2019,24,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",0.0,0
1268,Chateau Haut-Brisson 2016,27,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",3.9,79
1269,Greenock Creek Creek Block Shiraz 2005,199,Syrah/Shiraz,"Barossa Valley, Barossa, South Australia, Australia",0.0,0
1270,Domaine Grand Veneur Chateauneuf-du-Pape Vieilles Vignes 2018,99,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
1271,Maximin Grunhauser Herrenberg Riesling Grosses Gewachs 2019,59,Riesling,"Mosel, Germany",0.0,0
1272,Castello di Albola Santa Caterina Chianti Classico Gran Selezione 2015,90,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",4.0,8
1273,Robert Mondavi Oakville BDX Red Blend 2015,68,Bordeaux Red Blends,"Oakville, Napa Valley, California",0.0,0
1274,Albert Bichot Chablis Les Clos Grand Cru Domaine Long-Depaquit 2018,114,Chardonnay,"Chablis, Burgundy, France",0.0,0
1275,Chateau Meyney (Futures Pre-Sale) 2019,27,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",0.0,0
1276,Paul Lato Letters to Europe Grenache/Syrah 2016,104,Rhone Red Blends,"Santa Barbara, Central Coast, California",0.0,0
1277,Anthill Farms Comptche Ridge Vineyard Pinot Noir 2017,51,Pinot Noir,"Mendocino, California",0.0,0
1278,diatom Katherine's Vineyard Chardonnay 2018,34,Chardonnay,"Santa Maria Valley, Central Coast, California",3.9,5
1279,Austin Hope Reserve Cabernet Sauvignon 2017,125,Cabernet Sauvignon,"Paso Robles, Central Coast, California",4.9,20
